F,1436
b,22
e,54267
F,1227
b,22
e,47700
F,1927
b,23
e,60182
F,1217
b,22
e,50576
F,1317
b,23
e,58241
F,1259
b,21
e,51936
F,1548
b,24
e,47887
F,1655
b,23
e,58183
F,1246
b,21
e,51553
F,1859
b,24
e,61616
F,1821
b,20
e,49878
F,1423
b,22
e,57959
F,1857
b,21
e,50478
F,1386
b,23
e,59869
F,1605
b,22
e,49177
F,1451
b,22
e,56979
F,1458
b,21
e,47040
F,1358
b,23
e,59773
F,1224
b,24
e,48848
F,1646
b,24
e,60287
