F,17396
b,37
e,74107
F,23199
b,34
e,53564
F,16483
b,32
e,62554
F,6322
b,32
e,51864
F,16176
b,34
e,63102
F,6173
b,32
e,52492
F,5628
b,32
e,52615
F,7346
b,34
e,62721
F,6339
b,33
e,52152
F,7265
b,33
e,63708
F,13711
b,33
e,60121
F,16445
b,37
e,75302
F,16855
b,34
e,52476
F,14911
b,34
e,70750
F,15173
b,34
e,59944
F,16499
b,37
e,59201
F,5786
b,33
e,49285
F,17440
b,35
e,59344
F,5924
b,32
e,49719
F,6343
b,35
e,59500
