F,12935
b,32
e,24656
F,14847
b,34
e,12201
F,3809
b,32
e,13847
F,3730
b,34
e,12115
F,3820
b,34
e,14353
F,3748
b,34
e,13001
F,4125
b,34
e,14027
F,3743
b,32
e,12968
F,3887
b,32
e,14201
F,3857
b,33
e,13247
F,4034
b,33
e,14211
F,3733
b,32
e,21302
F,4070
b,33
e,14007
F,3829
b,31
e,13105
F,7632
b,311
e,92049
F,3870
b,32
e,12773
F,3658
b,33
e,12227
F,3583
b,33
e,12646
F,3569
b,33
e,11944
F,12627
b,34
e,12529
