F,1206
b,21
e,12029
F,1153
b,19
e,10910
F,1192
b,20
e,11038
F,1352
b,21
e,11249
F,1160
b,19
e,12434
F,1115
b,19
e,10589
F,1247
b,20
e,12468
F,1313
b,19
e,11556
F,1202
b,20
e,11661
F,1174
b,21
e,11033
F,1186
b,19
e,11004
F,1200
b,19
e,10711
F,1147
b,22
e,11665
F,1120
b,21
e,11526
F,1153
b,19
e,11243
F,1081
b,19
e,11638
F,1150
b,22
e,11615
F,1101
b,20
e,12161
F,1056
b,20
e,11560
F,1162
b,20
e,11815
